"","sessionId","start","label","type"
"1","UFot0hit/",2,"Attempt missed. Mladen Petric (Hamburg) left footed shot from the left side of the box is high and wide to the left. Assisted by Gokhan Tore.",1
"2","UFot0hit/",4,"Corner,  Borussia Dortmund. Conceded by Dennis Diekmeier.",2
"3","UFot0hit/",4,"Corner,  Borussia Dortmund. Conceded by Heiko Westermann.",2
"4","UFot0hit/",7,"Foul by Sven Bender (Borussia Dortmund).",3
"5","UFot0hit/",7,"Gokhan Tore (Hamburg) wins a free kick in the defensive half.",8
"6","UFot0hit/",9,"Hand ball by Jose Paolo Guerrero (Hamburg).",10
"7","UFot0hit/",10,"Corner,  Hamburg. Conceded by Lukasz Piszczek.",2
"8","UFot0hit/",11,"Chris Lowe (Borussia Dortmund) wins a free kick in the defensive half.",8
"9","UFot0hit/",11,"Foul by Gojko Kacar (Hamburg).",3
"10","UFot0hit/",13,"Foul by Gokhan Tore (Hamburg).",3
"11","UFot0hit/",14,"Sven Bender (Borussia Dortmund) wins a free kick on the left wing.",8
"12","UFot0hit/",14,"Attempt missed. Shinji Kagawa (Borussia Dortmund) right footed shot from outside the box is close, but misses the top right corner. Assisted by Mario Gotze.",1
"13","UFot0hit/",14,"Foul by Gojko Kacar (Hamburg).",3
"14","UFot0hit/",17,"Goal!  Borussia Dortmund 1, Hamburg 0. Kevin Grosskreutz (Borussia Dortmund) left footed shot from the left side of the box to the bottom right corner. Assisted by Mario Gotze.",1
"15","UFot0hit/",19,"Attempt blocked. Mats Hummels (Borussia Dortmund) right footed shot from outside the box is blocked.",1
"16","UFot0hit/",20,"Foul by Sven Bender (Borussia Dortmund).",3
"17","UFot0hit/",20,"Mladen Petric (Hamburg) wins a free kick in the attacking half.",8
"18","UFot0hit/",20,"Attempt blocked. Tomas Rincon (Hamburg) right footed shot from outside the box is blocked.",1
"19","UFot0hit/",25,"Shinji Kagawa (Borussia Dortmund) hits the right post with a right footed shot from the centre of the box. Assisted by Lukasz Piszczek.",1
"20","UFot0hit/",25,"Corner,  Borussia Dortmund. Conceded by Dennis Diekmeier.",2
"21","UFot0hit/",25,"Attempt blocked. Ilkay Gundogan (Borussia Dortmund) left footed shot from outside the box is blocked.",1
"22","UFot0hit/",25,"Corner,  Borussia Dortmund. Conceded by Heiko Westermann.",2
"23","UFot0hit/",26,"Attempt saved. Mats Hummels (Borussia Dortmund) header from the centre of the box is saved in the centre of the goal. Assisted by Chris Lowe with a cross.",1
"24","UFot0hit/",27,"Lukasz Piszczek (Borussia Dortmund) wins a free kick in the defensive half.",8
"25","UFot0hit/",27,"Foul by Gokhan Tore (Hamburg).",3
"26","UFot0hit/",28,"Attempt missed. Shinji Kagawa (Borussia Dortmund) right footed shot from the left side of the box misses to the right. Assisted by Kevin Grosskreutz.",1
"27","UFot0hit/",29,"Goal!  Borussia Dortmund 2, Hamburg 0. Mario Gotze (Borussia Dortmund) right footed shot from the centre of the box to the centre of the goal. Assisted by Robert Lewandowski.",1
"28","UFot0hit/",31,"Foul by Kevin Grosskreutz (Borussia Dortmund).",3
"29","UFot0hit/",31,"Gokhan Tore (Hamburg) wins a free kick on the right wing.",8
"30","UFot0hit/",32,"Roman Weidenfeller (Borussia Dortmund) wins a free kick in the defensive half.",8
"31","UFot0hit/",32,"Corner,  Hamburg. Conceded by Ilkay Gundogan.",2
"32","UFot0hit/",32,"Foul by Gojko Kacar (Hamburg).",3
"33","UFot0hit/",33,"Foul by Robert Lewandowski (Borussia Dortmund).",3
"34","UFot0hit/",33,"Tomas Rincon (Hamburg) wins a free kick in the defensive half.",8
"35","UFot0hit/",36,"Attempt missed. Mario Gotze (Borussia Dortmund) right footed shot from the right side of the box is too high.",1
"36","UFot0hit/",36,"Foul by Felipe Santana (Borussia Dortmund).",3
"37","UFot0hit/",36,"Jose Paolo Guerrero (Hamburg) wins a free kick in the attacking half.",8
"38","UFot0hit/",38,"Attempt missed. Gokhan Tore (Hamburg) left footed shot from outside the box is too high.",1
"39","UFot0hit/",39,"Attempt missed. Robert Lewandowski (Borussia Dortmund) header from the left side of the box misses to the right. Assisted by Lukasz Piszczek with a cross.",1
"40","UFot0hit/",42,"Ilkay Gundogan (Borussia Dortmund) wins a free kick in the attacking half.",8
"41","UFot0hit/",42,"Foul by Gojko Kacar (Hamburg).",3
"42","UFot0hit/",42,"Substitution, Hamburg. Anis Ben-Hatira replaces Jose Paolo Guerrero because of an injury.",7
"43","UFot0hit/",43,"Offside, Borussia Dortmund. Mats Hummels tries a through ball, but Shinji Kagawa is caught offside.",9
"44","UFot0hit/",45,"Attempt missed. Ilkay Gundogan (Borussia Dortmund) right footed shot from the right side of the box misses to the left. Assisted by Mario Gotze following a fast break.",1
"45","UFot0hit/",45,"Michael Mancienne (Hamburg) is shown the yellow card.",4
"46","UFot0hit/",47,"Shinji Kagawa (Borussia Dortmund) wins a free kick in the attacking half.",8
"47","UFot0hit/",47,"Substitution, Hamburg. Marcell Jansen replaces Eljero Elia.",7
"48","UFot0hit/",47,"Foul by Marcell Jansen (Hamburg).",3
"49","UFot0hit/",48,"Corner,  Borussia Dortmund. Conceded by Tomas Rincon.",2
"50","UFot0hit/",48,"Attempt saved. Kevin Grosskreutz (Borussia Dortmund) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Mario Gotze.",1
"51","UFot0hit/",49,"Goal!  Borussia Dortmund 3, Hamburg 0. Kevin Grosskreutz (Borussia Dortmund) right footed shot from very close range to the bottom right corner following a corner.",1
"52","UFot0hit/",49,"Foul by Chris Lowe (Borussia Dortmund).",3
"53","UFot0hit/",50,"Tomas Rincon (Hamburg) wins a free kick in the defensive half.",8
"54","UFot0hit/",50,"Foul by Tomas Rincon (Hamburg).",3
"55","UFot0hit/",53,"Shinji Kagawa (Borussia Dortmund) wins a free kick on the left wing.",8
"56","UFot0hit/",53,"Foul by Marcell Jansen (Hamburg).",3
"57","UFot0hit/",54,"Roman Weidenfeller (Borussia Dortmund) wins a free kick in the defensive half.",8
"58","UFot0hit/",54,"Corner,  Borussia Dortmund. Conceded by Heiko Westermann.",2
"59","UFot0hit/",54,"Attempt blocked. Shinji Kagawa (Borussia Dortmund) right footed shot from outside the box is blocked. Assisted by Kevin Grosskreutz with a headed pass.",1
"60","UFot0hit/",55,"Corner,  Borussia Dortmund. Conceded by Marcell Jansen.",2
"61","UFot0hit/",55,"Dennis Diekmeier (Hamburg) wins a free kick in the defensive half.",8
"62","UFot0hit/",56,"Foul by Sven Bender (Borussia Dortmund).",3
"63","UFot0hit/",57,"Shinji Kagawa (Borussia Dortmund) wins a free kick in the defensive half.",8
"64","UFot0hit/",57,"Corner,  Hamburg. Conceded by Felipe Santana.",2
"65","UFot0hit/",59,"Foul by Shinji Kagawa (Borussia Dortmund).",3
"66","UFot0hit/",59,"Foul by Dennis Diekmeier (Hamburg).",3
"67","UFot0hit/",60,"Mario Gotze (Borussia Dortmund) wins a free kick in the attacking half.",8
"68","UFot0hit/",60,"Anis Ben-Hatira (Hamburg) wins a free kick in the defensive half.",8
"69","UFot0hit/",62,"Foul by Tomas Rincon (Hamburg).",3
"70","UFot0hit/",62,"Attempt blocked. Marcell Jansen (Hamburg) left footed shot from long range on the left is blocked.",1
"71","UFot0hit/",63,"Corner,  Hamburg. Conceded by Lukasz Piszczek.",2
"72","UFot0hit/",64,"Attempt blocked. Michael Mancienne (Hamburg) right footed shot from the centre of the box is blocked. Assisted by Gokhan Tore with a cross.",1
"73","UFot0hit/",66,"Mario Gotze (Borussia Dortmund) wins a free kick in the attacking half.",8
"74","UFot0hit/",66,"Offside, Hamburg. Tomas Rincon tries a through ball, but Gokhan Tore is caught offside.",9
"75","UFot0hit/",66,"Foul by Gojko Kacar (Hamburg).",3
"76","UFot0hit/",68,"Ilkay Gundogan (Borussia Dortmund) wins a free kick in the attacking half.",8
"77","UFot0hit/",68,"Gojko Kacar (Hamburg) is shown the yellow card for a bad foul.",4
"78","UFot0hit/",68,"Foul by Tomas Rincon (Hamburg).",3
"79","UFot0hit/",69,"Foul by Ilkay Gundogan (Borussia Dortmund).",3
"80","UFot0hit/",69,"Tomas Rincon (Hamburg) is shown the yellow card for a bad foul.",4
"81","UFot0hit/",70,"Mladen Petric (Hamburg) wins a free kick in the defensive half.",8
"82","UFot0hit/",73,"Foul by Kevin Grosskreutz (Borussia Dortmund).",3
"83","UFot0hit/",73,"Offside, Hamburg. Heiko Westermann tries a through ball, but Anis Ben-Hatira is caught offside.",9
"84","UFot0hit/",73,"Substitution, Hamburg. Robert Tesche replaces Gojko Kacar.",7
"85","UFot0hit/",74,"Gokhan Tore (Hamburg) wins a free kick in the defensive half.",8
"86","UFot0hit/",74,"Corner,  Hamburg. Conceded by Chris Lowe.",2
"87","UFot0hit/",74,"Foul by Robert Tesche (Hamburg).",3
"88","UFot0hit/",76,"Robert Lewandowski (Borussia Dortmund) wins a free kick in the defensive half.",8
"89","UFot0hit/",76,"Substitution, Borussia Dortmund. Ivan Perisic replaces Chris Lowe.",7
"90","UFot0hit/",78,"Substitution, Borussia Dortmund. Jakub Blaszczykowski replaces Mario Gotze.",7
"91","UFot0hit/",79,"Corner,  Hamburg. Conceded by Lukasz Piszczek.",2
"92","UFot0hit/",79,"Attempt blocked. Marcell Jansen (Hamburg) header from the centre of the box is blocked. Assisted by Anis Ben-Hatira with a cross.",1
"93","UFot0hit/",80,"Goal!  Borussia Dortmund 3, Hamburg 1. Robert Tesche (Hamburg) left footed shot from the centre of the box to the bottom left corner following a corner.",1
"94","UFot0hit/",80,"Attempt saved. Marcell Jansen (Hamburg) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Gokhan Tore.",1
"95","UFot0hit/",80,"Foul by Heiko Westermann (Hamburg).",3
"96","UFot0hit/",81,"Robert Lewandowski (Borussia Dortmund) wins a free kick in the attacking half.",8
"97","UFot0hit/",82,"Attempt missed. Ivan Perisic (Borussia Dortmund) right footed shot from outside the box is close, but misses to the right from a direct free kick.",1
"98","UFot0hit/",82,"Foul by Marcell Jansen (Hamburg).",3
"99","UFot0hit/",84,"Lukasz Piszczek (Borussia Dortmund) wins a free kick in the defensive half.",8
"100","UFot0hit/",84,"Foul by Robert Lewandowski (Borussia Dortmund).",3
"101","UFot0hit/",84,"Dennis Diekmeier (Hamburg) wins a free kick in the defensive half.",8
"102","UFot0hit/",85,"Robert Lewandowski (Borussia Dortmund) is shown the yellow card for a bad foul.",4
"103","UFot0hit/",86,"Offside, Hamburg. Marcell Jansen tries a through ball, but Dennis Aogo is caught offside.",9
"104","UFot0hit/",87,"Attempt missed. Kevin Grosskreutz (Borussia Dortmund) right footed shot from more than 35 yards is too high.",1
"105","UFot0hit/",87,"Foul by Felipe Santana (Borussia Dortmund).",3
"106","UFot0hit/",89,"Mladen Petric (Hamburg) wins a free kick on the left wing.",8
"107","UFot0hit/",90,"Ilkay Gundogan (Borussia Dortmund) wins a free kick in the attacking half.",8
"108","UFot0hit/",90,"Substitution, Borussia Dortmund. Sebastian Kehl replaces Shinji Kagawa.",7
"109","UFot0hit/",90,"Corner,  Hamburg. Conceded by Sven Bender.",2
"110","UFot0hit/",90,"Foul by Robert Tesche (Hamburg).",3
"111","Aw5DflLH/",1,"Sascha Molders (FC Augsburg) wins a free kick in the attacking half.",8
"112","Aw5DflLH/",1,"Foul by Heiko Butscher (SC Freiburg).",3
"113","Aw5DflLH/",2,"Attempt saved. Jonas De Roeck (FC Augsburg) header from the centre of the box is saved in the bottom left corner. Assisted by Daniel Baier.",1
"114","Aw5DflLH/",3,"Sascha Molders (FC Augsburg) wins a free kick in the defensive half.",8
"115","Aw5DflLH/",3,"Foul by Mensur Mujdza (SC Freiburg).",3
"116","Aw5DflLH/",4,"Foul by Lorenzo Davids (FC Augsburg).",3
"117","Aw5DflLH/",4,"Yacine Abdessadki (SC Freiburg) wins a free kick in the attacking half.",8
"118","Aw5DflLH/",5,"Foul by Marcel de Jong (FC Augsburg).",3
"119","Aw5DflLH/",5,"Marcel de Jong (FC Augsburg) is shown the yellow card for a bad foul.",4
"120","Aw5DflLH/",5,"Mensur Mujdza (SC Freiburg) wins a free kick on the right wing.",8
"121","Aw5DflLH/",6,"Tobias Werner (FC Augsburg) wins a free kick in the attacking half.",8
"122","Aw5DflLH/",6,"Foul by Julian Schuster (SC Freiburg).",3
"123","Aw5DflLH/",7,"Foul by Tobias Werner (FC Augsburg).",3
"124","Aw5DflLH/",7,"Cedric Makiadi (SC Freiburg) wins a free kick in the defensive half.",8
"125","Aw5DflLH/",9,"Oliver Barth (SC Freiburg) wins a free kick in the defensive half.",8
"126","Aw5DflLH/",10,"Tobias Werner (FC Augsburg) is shown the yellow card for a bad foul.",4
"127","Aw5DflLH/",10,"Uwe Mohrle (FC Augsburg) wins a free kick in the defensive half.",8
"128","Aw5DflLH/",10,"Foul by Heiko Butscher (SC Freiburg).",3
"129","Aw5DflLH/",11,"Sascha Molders (FC Augsburg) wins a free kick in the attacking half.",8
"130","Aw5DflLH/",11,"Foul by Lorenzo Davids (FC Augsburg).",3
"131","Aw5DflLH/",11,"Foul by Heiko Butscher (SC Freiburg).",3
"132","Aw5DflLH/",11,"Cedric Makiadi (SC Freiburg) wins a free kick in the attacking half.",8
"133","Aw5DflLH/",12,"Attempt missed. Daniel Caligiuri (SC Freiburg) right footed shot from the right side of the box misses to the left. Assisted by Mensur Mujdza.",1
"134","Aw5DflLH/",12,"Corner,  SC Freiburg. Conceded by Uwe Mohrle.",2
"135","Aw5DflLH/",13,"Daniel Baier (FC Augsburg) wins a free kick on the left wing.",8
"136","Aw5DflLH/",13,"Foul by Oliver Barth (SC Freiburg).",3
"137","Aw5DflLH/",14,"Attempt missed. Marcel de Jong (FC Augsburg) left footed shot from outside the box is too high following a set piece situation.",1
"138","Aw5DflLH/",15,"Foul by Jan-Ingwer Callsen-Bracker (FC Augsburg).",3
"139","Aw5DflLH/",15,"Johannes Flum (SC Freiburg) wins a free kick in the attacking half.",8
"140","Aw5DflLH/",16,"Daniel Baier (FC Augsburg) wins a free kick in the defensive half.",8
"141","Aw5DflLH/",16,"Attempt blocked. Cedric Makiadi (SC Freiburg) right footed shot from outside the box is blocked. Assisted by Oliver Barth.",1
"142","Aw5DflLH/",16,"Foul by Daniel Caligiuri (SC Freiburg).",3
"143","Aw5DflLH/",17,"Corner,  FC Augsburg. Conceded by Mensur Mujdza.",2
"144","Aw5DflLH/",19,"Jonas De Roeck (FC Augsburg) wins a free kick in the defensive half.",8
"145","Aw5DflLH/",19,"Foul by Daniel Caligiuri (SC Freiburg).",3
"146","Aw5DflLH/",22,"Daniel Baier (FC Augsburg) wins a free kick in the defensive half.",8
"147","Aw5DflLH/",22,"Foul by Julian Schuster (SC Freiburg).",3
"148","Aw5DflLH/",24,"Attempt saved. Marcel Ndjeng (FC Augsburg) right footed shot from the left side of the box is saved in the bottom left corner. Assisted by Daniel Baier.",1
"149","Aw5DflLH/",28,"Tobias Werner (FC Augsburg) wins a free kick on the right wing.",8
"150","Aw5DflLH/",28,"Attempt saved. Sascha Molders (FC Augsburg) right footed shot from very close range is saved in the centre of the goal. Assisted by Marcel de Jong with a cross.",1
"151","Aw5DflLH/",28,"Foul by Yacine Abdessadki (SC Freiburg).",3
"152","Aw5DflLH/",29,"Marcel de Jong (FC Augsburg) wins a free kick in the attacking half.",8
"153","Aw5DflLH/",29,"Foul by Oliver Barth (SC Freiburg).",3
"154","Aw5DflLH/",29,"Oliver Barth (SC Freiburg) is shown the yellow card for a bad foul.",4
"155","Aw5DflLH/",31,"Marcel Ndjeng (FC Augsburg) wins a free kick in the defensive half.",8
"156","Aw5DflLH/",31,"Foul by Yacine Abdessadki (SC Freiburg).",3
"157","Aw5DflLH/",32,"Marcel de Jong (FC Augsburg) wins a free kick on the left wing.",8
"158","Aw5DflLH/",32,"Foul by Daniel Caligiuri (SC Freiburg).",3
"159","Aw5DflLH/",33,"Foul by Jonas De Roeck (FC Augsburg).",3
"160","Aw5DflLH/",33,"Attempt missed. Marcel Ndjeng (FC Augsburg) right footed shot from outside the box misses to the left.",1
"161","Aw5DflLH/",33,"Oliver Barth (SC Freiburg) wins a free kick in the defensive half.",8
"162","Aw5DflLH/",34,"Corner,  FC Augsburg. Conceded by Yacine Abdessadki.",2
"163","Aw5DflLH/",35,"Attempt missed. Marcel de Jong (FC Augsburg) left footed shot from outside the box is too high. Assisted by Jan-Ingwer Callsen-Bracker following a corner.",1
"164","Aw5DflLH/",35,"Foul by Jonas De Roeck (FC Augsburg).",3
"165","Aw5DflLH/",35,"Daniel Caligiuri (SC Freiburg) wins a free kick in the attacking half.",8
"166","Aw5DflLH/",36,"Attempt blocked. Julian Schuster (SC Freiburg) right footed shot from outside the box is blocked.",1
"167","Aw5DflLH/",38,"Tobias Werner (FC Augsburg) wins a free kick in the defensive half.",8
"168","Aw5DflLH/",38,"Corner,  SC Freiburg. Conceded by Lorenzo Davids.",2
"169","Aw5DflLH/",38,"Foul by Cedric Makiadi (SC Freiburg).",3
"170","Aw5DflLH/",40,"Foul by Jonas De Roeck (FC Augsburg).",3
"171","Aw5DflLH/",40,"Daniel Caligiuri (SC Freiburg) wins a free kick in the attacking half.",8
"172","Aw5DflLH/",44,"Attempt saved. Cedric Makiadi (SC Freiburg) right footed shot from a difficult angle on the left is saved in the bottom left corner. Assisted by Johannes Flum.",1
"173","Aw5DflLH/",45,"Tobias Werner (FC Augsburg) wins a free kick in the defensive half.",8
"174","Aw5DflLH/",45,"Substitution, FC Augsburg. Axel Bellinghausen replaces Tobias Werner.",7
"175","Aw5DflLH/",45,"Foul by Julian Schuster (SC Freiburg).",3
"176","Aw5DflLH/",48,"Goal!  FC Augsburg 0, SC Freiburg 1. Papiss Demba Cisse (SC Freiburg) right footed shot from outside the box to the bottom left corner. Assisted by Felix Bastians following a fast break.",1
"177","Aw5DflLH/",49,"Foul by Jan-Ingwer Callsen-Bracker (FC Augsburg).",3
"178","Aw5DflLH/",49,"Cedric Makiadi (SC Freiburg) wins a free kick in the defensive half.",8
"179","Aw5DflLH/",51,"Marcel Ndjeng (FC Augsburg) wins a free kick on the right wing.",8
"180","Aw5DflLH/",51,"Foul by Julian Schuster (SC Freiburg).",3
"181","Aw5DflLH/",52,"Jonas De Roeck (FC Augsburg) wins a free kick in the defensive half.",8
"182","Aw5DflLH/",52,"Foul by Mensur Mujdza (SC Freiburg).",3
"183","Aw5DflLH/",53,"Corner,  FC Augsburg. Conceded by Oliver Barth.",2
"184","Aw5DflLH/",53,"Goal!  FC Augsburg 1, SC Freiburg 1. Sascha Molders (FC Augsburg) header from the centre of the box to the top left corner. Assisted by Axel Bellinghausen with a cross.",1
"185","Aw5DflLH/",55,"Goal!  FC Augsburg 1, SC Freiburg 2. Cedric Makiadi (SC Freiburg) header from the centre of the box to the top left corner. Assisted by Mensur Mujdza with a cross.",1
"186","Aw5DflLH/",57,"Corner,  SC Freiburg. Conceded by Jonas De Roeck.",2
"187","Aw5DflLH/",57,"Attempt blocked. Daniel Caligiuri (SC Freiburg) right footed shot from outside the box is blocked. Assisted by Papiss Demba Cisse.",1
"188","Aw5DflLH/",59,"Axel Bellinghausen (FC Augsburg) wins a free kick on the left wing.",8
"189","Aw5DflLH/",59,"Foul by Marcel de Jong (FC Augsburg).",3
"190","Aw5DflLH/",59,"Foul by Julian Schuster (SC Freiburg).",3
"191","Aw5DflLH/",59,"Papiss Demba Cisse (SC Freiburg) wins a free kick in the defensive half.",8
"192","Aw5DflLH/",60,"Foul by Daniel Caligiuri (SC Freiburg).",3
"193","Aw5DflLH/",61,"Daniel Caligiuri (SC Freiburg) is shown the yellow card for a bad foul.",4
"194","Aw5DflLH/",63,"Corner,  FC Augsburg. Conceded by Heiko Butscher.",2
"195","Aw5DflLH/",68,"Attempt saved. Sascha Molders (FC Augsburg) header from the centre of the box is saved in the centre of the goal. Assisted by Daniel Baier with a cross.",1
"196","Aw5DflLH/",69,"Substitution, FC Augsburg. Akaki Gogia replaces Marcel Ndjeng.",7
"197","Aw5DflLH/",70,"Axel Bellinghausen (FC Augsburg) wins a free kick on the left wing.",8
"198","Aw5DflLH/",70,"Foul by Johannes Flum (SC Freiburg).",3
"199","Aw5DflLH/",71,"Attempt missed. Mensur Mujdza (SC Freiburg) left footed shot from outside the box is close, but misses to the right. Assisted by Daniel Caligiuri following a fast break.",1
"200","Aw5DflLH/",72,"Axel Bellinghausen (FC Augsburg) wins a free kick in the attacking half.",8
"201","Aw5DflLH/",72,"Akaki Gogia (FC Augsburg) wins a free kick on the right wing.",8
"202","Aw5DflLH/",72,"Foul by Daniel Caligiuri (SC Freiburg).",3
"203","Aw5DflLH/",72,"Foul by Felix Bastians (SC Freiburg).",3
"204","Aw5DflLH/",73,"Marcel de Jong (FC Augsburg) wins a free kick on the left wing.",8
"205","Aw5DflLH/",73,"Attempt saved. Sascha Molders (FC Augsburg) header from the centre of the box is saved in the bottom right corner. Assisted by Daniel Baier with a cross.",1
"206","Aw5DflLH/",73,"Foul by Cedric Makiadi (SC Freiburg).",3
"207","Aw5DflLH/",76,"Substitution, FC Augsburg. Stephan Hain replaces Lorenzo Davids.",7
"208","Aw5DflLH/",78,"Foul by Uwe Mohrle (FC Augsburg).",3
"209","Aw5DflLH/",78,"Papiss Demba Cisse (SC Freiburg) wins a free kick in the attacking half.",8
"210","Aw5DflLH/",80,"Foul by Daniel Baier (FC Augsburg).",3
"211","Aw5DflLH/",80,"Julian Schuster (SC Freiburg) wins a free kick in the defensive half.",8
"212","Aw5DflLH/",81,"Goal!  FC Augsburg 2, SC Freiburg 2. Sascha Molders (FC Augsburg) header from the centre of the box to the bottom left corner. Assisted by Akaki Gogia with a cross.",1
"213","Aw5DflLH/",83,"Axel Bellinghausen (FC Augsburg) wins a free kick on the left wing.",8
"214","Aw5DflLH/",83,"Foul by Mensur Mujdza (SC Freiburg).",3
"215","Aw5DflLH/",83,"Substitution, SC Freiburg. Anton Putsila replaces Cedric Makiadi because of an injury.",7
"216","Aw5DflLH/",84,"Foul by Sascha Molders (FC Augsburg).",3
"217","Aw5DflLH/",84,"Corner,  FC Augsburg. Conceded by Julian Schuster.",2
"218","Aw5DflLH/",84,"Heiko Butscher (SC Freiburg) wins a free kick in the defensive half.",8
"219","Aw5DflLH/",85,"Mensur Mujdza (SC Freiburg) is shown the yellow card.",4
"220","Aw5DflLH/",86,"Foul by Jan-Ingwer Callsen-Bracker (FC Augsburg).",3
"221","Aw5DflLH/",86,"Anton Putsila (SC Freiburg) wins a free kick on the left wing.",8
"222","Aw5DflLH/",87,"Corner,  SC Freiburg. Conceded by Jonas De Roeck.",2
"223","Aw5DflLH/",88,"Substitution, SC Freiburg. Garra Dembele replaces Daniel Caligiuri.",7
"224","Aw5DflLH/",89,"Garra Dembele (SC Freiburg) wins a free kick in the defensive half.",8
"225","Aw5DflLH/",90,"Foul by Axel Bellinghausen (FC Augsburg).",3
"226","Aw5DflLH/",90,"Offside, FC Augsburg. Simon Jentzsch tries a through ball, but Stephan Hain is caught offside.",9
"227","Aw5DflLH/",90,"Daniel Baier (FC Augsburg) wins a free kick in the defensive half.",8
"228","Aw5DflLH/",90,"Attempt blocked. Sascha Molders (FC Augsburg) left footed shot from outside the box is blocked. Assisted by Jan-Ingwer Callsen-Bracker with a headed pass.",1
"229","Aw5DflLH/",90,"Mensur Mujdza (SC Freiburg) wins a free kick on the right wing.",8
"230","Aw5DflLH/",90,"Attempt saved. Garra Dembele (SC Freiburg) right footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Papiss Demba Cisse.",1
"231","Aw5DflLH/",90,"Foul by Johannes Flum (SC Freiburg).",3
"232","Aw5DflLH/",90,"Johannes Flum (SC Freiburg) is shown the yellow card for a bad foul.",4
"233","bkjpaC6n/",1,"Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.",8
"234","bkjpaC6n/",1,"Foul by Richard Sukuta-Pasu (Kaiserslautern).",3
"235","bkjpaC6n/",2,"Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.",8
"236","bkjpaC6n/",2,"Foul by Richard Sukuta-Pasu (Kaiserslautern).",3
"237","bkjpaC6n/",4,"Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.",8
"238","bkjpaC6n/",4,"Foul by Florian Dick (Kaiserslautern).",3
"239","bkjpaC6n/",5,"Attempt saved. Lennart Thy (SV Werder Bremen) left footed shot from the left side of the box is saved in the bottom right corner. Assisted by Aaron Hunt with a through ball.",1
"240","bkjpaC6n/",6,"Offside, Kaiserslautern. Mathias Abel tries a through ball, but Richard Sukuta-Pasu is caught offside.",9
"241","bkjpaC6n/",7,"Foul by Sokratis (SV Werder Bremen).",3
"242","bkjpaC6n/",7,"Foul by Philipp Bargfrede (SV Werder Bremen).",3
"243","bkjpaC6n/",7,"Ivo Ilicevic (Kaiserslautern) wins a free kick on the left wing.",8
"244","bkjpaC6n/",7,"Leon Jessen (Kaiserslautern) wins a free kick on the left wing.",8
"245","bkjpaC6n/",9,"Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.",8
"246","bkjpaC6n/",9,"Corner,  SV Werder Bremen. Conceded by Rodnei.",2
"247","bkjpaC6n/",9,"Attempt blocked. Markus Rosenberg (SV Werder Bremen) left footed shot from the right side of the six yard box is blocked.",1
"248","bkjpaC6n/",9,"Foul by Thanos Petsos (Kaiserslautern).",3
"249","bkjpaC6n/",11,"Corner,  Kaiserslautern. Conceded by Andreas Wolf.",2
"250","bkjpaC6n/",12,"Lennart Thy (SV Werder Bremen) wins a free kick in the defensive half.",8
"251","bkjpaC6n/",12,"Foul by Mathias Abel (Kaiserslautern).",3
"252","bkjpaC6n/",12,"Hand ball by Olcay Sahan (Kaiserslautern).",10
"253","bkjpaC6n/",13,"Offside, Kaiserslautern. Pierre De Wit tries a through ball, but Ivo Ilicevic is caught offside.",9
"254","bkjpaC6n/",14,"Offside, Kaiserslautern. Olcay Sahan tries a through ball, but Pierre De Wit is caught offside.",9
"255","bkjpaC6n/",15,"Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.",8
"256","bkjpaC6n/",15,"Foul by Florian Dick (Kaiserslautern).",3
"257","bkjpaC6n/",17,"Clemens Fritz (SV Werder Bremen) wins a free kick in the attacking half.",8
"258","bkjpaC6n/",17,"Foul by Richard Sukuta-Pasu (Kaiserslautern).",3
"259","bkjpaC6n/",17,"Richard Sukuta-Pasu (Kaiserslautern) is shown the yellow card for a bad foul.",4
"260","bkjpaC6n/",19,"Aaron Hunt (SV Werder Bremen) wins a free kick in the attacking half.",8
"261","bkjpaC6n/",19,"Foul by Andreas Wolf (SV Werder Bremen).",3
"262","bkjpaC6n/",19,"Foul by Christian Tiffert (Kaiserslautern).",3
"263","bkjpaC6n/",19,"Richard Sukuta-Pasu (Kaiserslautern) wins a free kick in the defensive half.",8
"264","bkjpaC6n/",20,"Florian Dick (Kaiserslautern) wins a free kick in the defensive half.",8
"265","bkjpaC6n/",21,"Olcay Sahan (Kaiserslautern) wins a free kick on the right wing.",8
"266","bkjpaC6n/",22,"Offside, Kaiserslautern. Ivo Ilicevic tries a through ball, but Pierre De Wit is caught offside.",9
"267","bkjpaC6n/",24,"Attempt saved. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is saved in the bottom right corner. Assisted by Marko Marin.",1
"268","bkjpaC6n/",27,"Offside, SV Werder Bremen. Markus Rosenberg tries a through ball, but Lennart Thy is caught offside.",9
"269","bkjpaC6n/",28,"Andreas Wolf (SV Werder Bremen) wins a free kick in the attacking half.",8
"270","bkjpaC6n/",28,"Markus Rosenberg (SV Werder Bremen) wins a free kick on the right wing.",8
"271","bkjpaC6n/",28,"Foul by Richard Sukuta-Pasu (Kaiserslautern).",3
"272","bkjpaC6n/",28,"Foul by Rodnei (Kaiserslautern).",3
